community_name_join,year,crime_type,crime_count,population_2019,sector,comm_structure,crime_rate_per_1000
acadia,2018,Theft OF Vehicle,66,10520.0,SOUTH,1960s/1970s,6.273764258555134
acadia,2018,Violence  'Other' (Non-domestic),19,10520.0,SOUTH,1960s/1970s,1.806083650190114
acadia,2019,Assault (Non-domestic),35,10520.0,SOUTH,1960s/1970s,3.326996197718631
acadia,2019,Break & Enter - Commercial,35,10520.0,SOUTH,1960s/1970s,3.326996197718631
acadia,2019,Break & Enter - Dwelling,12,10520.0,SOUTH,1960s/1970s,1.1406844106463878
acadia,2019,Break & Enter - Other Premises,34,10520.0,SOUTH,1960s/1970s,3.2319391634980987
acadia,2019,Commercial Robbery,8,10520.0,SOUTH,1960s/1970s,0.7604562737642585
acadia,2019,Street Robbery,3,10520.0,SOUTH,1960s/1970s,0.28517110266159695
acadia,2019,Theft FROM Vehicle,200,10520.0,SOUTH,1960s/1970s,19.011406844106464
acadia,2019,Theft OF Vehicle,77,10520.0,SOUTH,1960s/1970s,7.319391634980988
acadia,2019,Violence  'Other' (Non-domestic),20,10520.0,SOUTH,1960s/1970s,1.9011406844106464
acadia,2020,Assault (Non-domestic),24,10520.0,SOUTH,1960s/1970s,2.2813688212927756
acadia,2020,Break & Enter - Commercial,39,10520.0,SOUTH,1960s/1970s,3.7072243346007605
acadia,2020,Break & Enter - Dwelling,3,10520.0,SOUTH,1960s/1970s,0.28517110266159695
acadia,2020,Break & Enter - Other Premises,43,10520.0,SOUTH,1960s/1970s,4.08745247148289
acadia,2020,Commercial Robbery,2,10520.0,SOUTH,1960s/1970s,0.19011406844106463
acadia,2020,Street Robbery,4,10520.0,SOUTH,1960s/1970s,0.38022813688212925
acadia,2020,Theft FROM Vehicle,149,10520.0,SOUTH,1960s/1970s,14.163498098859314
acadia,2020,Theft OF Vehicle,49,10520.0,SOUTH,1960s/1970s,4.657794676806083
acadia,2020,Violence  'Other' (Non-domestic),21,10520.0,SOUTH,1960s/1970s,1.9961977186311788
acadia,2021,Assault (Non-domestic),22,10520.0,SOUTH,1960s/1970s,2.091254752851711
acadia,2021,Break & Enter - Commercial,17,10520.0,SOUTH,1960s/1970s,1.6159695817490494
acadia,2021,Break & Enter - Dwelling,6,10520.0,SOUTH,1960s/1970s,0.5703422053231939
acadia,2021,Break & Enter - Other Premises,17,10520.0,SOUTH,1960s/1970s,1.6159695817490494
acadia,2021,Commercial Robbery,3,10520.0,SOUTH,1960s/1970s,0.28517110266159695
acadia,2021,Street Robbery,1,10520.0,SOUTH,1960s/1970s,0.09505703422053231
acadia,2021,Theft FROM Vehicle,88,10520.0,SOUTH,1960s/1970s,8.365019011406844
acadia,2021,Theft OF Vehicle,33,10520.0,SOUTH,1960s/1970s,3.136882129277567
acadia,2021,Violence  'Other' (Non-domestic),18,10520.0,SOUTH,1960s/1970s,1.7110266159695817
acadia,2022,Assault (Non-domestic),34,10520.0,SOUTH,1960s/1970s,3.2319391634980987
acadia,2022,Break & Enter - Commercial,22,10520.0,SOUTH,1960s/1970s,2.091254752851711
acadia,2022,Break & Enter - Dwelling,5,10520.0,SOUTH,1960s/1970s,0.4752851711026616
acadia,2022,Break & Enter - Other Premises,33,10520.0,SOUTH,1960s/1970s,3.136882129277567
acadia,2022,Commercial Robbery,6,10520.0,SOUTH,1960s/1970s,0.5703422053231939
acadia,2022,Street Robbery,2,10520.0,SOUTH,1960s/1970s,0.19011406844106463
acadia,2022,Theft FROM Vehicle,138,10520.0,SOUTH,1960s/1970s,13.11787072243346
acadia,2022,Theft OF Vehicle,43,10520.0,SOUTH,1960s/1970s,4.08745247148289
acadia,2022,Violence  'Other' (Non-domestic),21,10520.0,SOUTH,1960s/1970s,1.9961977186311788
acadia,2023,Assault (Non-domestic),48,10520.0,SOUTH,1960s/1970s,4.562737642585551
acadia,2023,Break & Enter - Commercial,19,10520.0,SOUTH,1960s/1970s,1.806083650190114
acadia,2023,Break & Enter - Dwelling,11,10520.0,SOUTH,1960s/1970s,1.0456273764258555
acadia,2023,Break & Enter - Other Premises,19,10520.0,SOUTH,1960s/1970s,1.806083650190114
acadia,2023,Commercial Robbery,4,10520.0,SOUTH,1960s/1970s,0.38022813688212925
acadia,2023,Street Robbery,1,10520.0,SOUTH,1960s/1970s,0.09505703422053231
acadia,2023,Theft FROM Vehicle,110,10520.0,SOUTH,1960s/1970s,10.456273764258555
acadia,2023,Theft OF Vehicle,35,10520.0,SOUTH,1960s/1970s,3.326996197718631
acadia,2023,Violence  'Other' (Non-domestic),23,10520.0,SOUTH,1960s/1970s,2.1863117870722437
acadia,2024,Assault (Non-domestic),37,10520.0,SOUTH,1960s/1970s,3.517110266159696
acadia,2024,Break & Enter - Commercial,10,10520.0,SOUTH,1960s/1970s,0.9505703422053232
acadia,2024,Break & Enter - Dwelling,8,10520.0,SOUTH,1960s/1970s,0.7604562737642585
acadia,2024,Break & Enter - Other Premises,10,10520.0,SOUTH,1960s/1970s,0.9505703422053232
acadia,2024,Street Robbery,1,10520.0,SOUTH,1960s/1970s,0.09505703422053231
acadia,2024,Theft FROM Vehicle,41,10520.0,SOUTH,1960s/1970s,3.8973384030418248
acadia,2024,Theft OF Vehicle,18,10520.0,SOUTH,1960s/1970s,1.7110266159695817
acadia,2024,Violence  'Other' (Non-domestic),17,10520.0,SOUTH,1960s/1970s,1.6159695817490494
albert parkradisson heights,2018,Assault (Non-domestic),30,6997.0,EAST,1950s,4.287551807917678
albert parkradisson heights,2018,Break & Enter - Commercial,22,6997.0,EAST,1950s,3.144204659139631
albert parkradisson heights,2018,Break & Enter - Dwelling,17,6997.0,EAST,1950s,2.4296126911533515
albert parkradisson heights,2018,Break & Enter - Other Premises,47,6997.0,EAST,1950s,6.71716449907103
albert parkradisson heights,2018,Commercial Robbery,3,6997.0,EAST,1950s,0.4287551807917679
albert parkradisson heights,2018,Street Robbery,4,6997.0,EAST,1950s,0.5716735743890239
albert parkradisson heights,2018,Theft FROM Vehicle,84,6997.0,EAST,1950s,12.0051450621695
albert parkradisson heights,2018,Theft OF Vehicle,58,6997.0,EAST,1950s,8.289266828640846
albert parkradisson heights,2018,Violence  'Other' (Non-domestic),21,6997.0,EAST,1950s,3.001286265542375
albert parkradisson heights,2019,Assault (Non-domestic),41,6997.0,EAST,1950s,5.859654137487494
albert parkradisson heights,2019,Break & Enter - Commercial,35,6997.0,EAST,1950s,5.002143775903959
albert parkradisson heights,2019,Break & Enter - Dwelling,23,6997.0,EAST,1950s,3.287123052736887
albert parkradisson heights,2019,Break & Enter - Other Premises,25,6997.0,EAST,1950s,3.572959839931399
albert parkradisson heights,2019,Commercial Robbery,10,6997.0,EAST,1950s,1.4291839359725598
albert parkradisson heights,2019,Street Robbery,11,6997.0,EAST,1950s,1.5721023295698155
albert parkradisson heights,2019,Theft FROM Vehicle,130,6997.0,EAST,1950s,18.579391167643276
albert parkradisson heights,2019,Theft OF Vehicle,75,6997.0,EAST,1950s,10.718879519794198
albert parkradisson heights,2019,Violence  'Other' (Non-domestic),22,6997.0,EAST,1950s,3.144204659139631
albert parkradisson heights,2020,Assault (Non-domestic),46,6997.0,EAST,1950s,6.574246105473774
albert parkradisson heights,2020,Break & Enter - Commercial,23,6997.0,EAST,1950s,3.287123052736887
albert parkradisson heights,2020,Break & Enter - Dwelling,31,6997.0,EAST,1950s,4.430470201514935
albert parkradisson heights,2020,Break & Enter - Other Premises,14,6997.0,EAST,1950s,2.0008575103615835
albert parkradisson heights,2020,Commercial Robbery,4,6997.0,EAST,1950s,0.5716735743890239
albert parkradisson heights,2020,Street Robbery,6,6997.0,EAST,1950s,0.8575103615835358
albert parkradisson heights,2020,Theft FROM Vehicle,108,6997.0,EAST,1950s,15.435186508503644
albert parkradisson heights,2020,Theft OF Vehicle,65,6997.0,EAST,1950s,9.289695583821638
albert parkradisson heights,2020,Violence  'Other' (Non-domestic),25,6997.0,EAST,1950s,3.572959839931399
albert parkradisson heights,2021,Assault (Non-domestic),64,6997.0,EAST,1950s,9.146777190224382
albert parkradisson heights,2021,Break & Enter - Commercial,21,6997.0,EAST,1950s,3.001286265542375
albert parkradisson heights,2021,Break & Enter - Dwelling,17,6997.0,EAST,1950s,2.4296126911533515
albert parkradisson heights,2021,Break & Enter - Other Premises,23,6997.0,EAST,1950s,3.287123052736887
albert parkradisson heights,2021,Commercial Robbery,7,6997.0,EAST,1950s,1.0004287551807918
albert parkradisson heights,2021,Street Robbery,10,6997.0,EAST,1950s,1.4291839359725598
albert parkradisson heights,2021,Theft FROM Vehicle,107,6997.0,EAST,1950s,15.292268114906388
albert parkradisson heights,2021,Theft OF Vehicle,55,6997.0,EAST,1950s,7.860511647849079
albert parkradisson heights,2021,Violence  'Other' (Non-domestic),32,6997.0,EAST,1950s,4.573388595112191
albert parkradisson heights,2022,Assault (Non-domestic),55,6997.0,EAST,1950s,7.860511647849079
albert parkradisson heights,2022,Break & Enter - Commercial,39,6997.0,EAST,1950s,5.573817350292983
albert parkradisson heights,2022,Break & Enter - Dwelling,19,6997.0,EAST,1950s,2.7154494783478635
albert parkradisson heights,2022,Break & Enter - Other Premises,14,6997.0,EAST,1950s,2.0008575103615835
albert parkradisson heights,2022,Commercial Robbery,9,6997.0,EAST,1950s,1.2862655423753038
albert parkradisson heights,2022,Street Robbery,10,6997.0,EAST,1950s,1.4291839359725598
albert parkradisson heights,2022,Theft FROM Vehicle,102,6997.0,EAST,1950s,14.577676146920108
albert parkradisson heights,2022,Theft OF Vehicle,64,6997.0,EAST,1950s,9.146777190224382
albert parkradisson heights,2022,Violence  'Other' (Non-domestic),21,6997.0,EAST,1950s,3.001286265542375
albert parkradisson heights,2023,Assault (Non-domestic),57,6997.0,EAST,1950s,8.14634843504359
albert parkradisson heights,2023,Break & Enter - Commercial,16,6997.0,EAST,1950s,2.2866942975560955
albert parkradisson heights,2023,Break & Enter - Dwelling,14,6997.0,EAST,1950s,2.0008575103615835
albert parkradisson heights,2023,Break & Enter - Other Premises,17,6997.0,EAST,1950s,2.4296126911533515
albert parkradisson heights,2023,Commercial Robbery,4,6997.0,EAST,1950s,0.5716735743890239
albert parkradisson heights,2023,Street Robbery,23,6997.0,EAST,1950s,3.287123052736887
albert parkradisson heights,2023,Theft FROM Vehicle,84,6997.0,EAST,1950s,12.0051450621695
albert parkradisson heights,2023,Theft OF Vehicle,58,6997.0,EAST,1950s,8.289266828640846
albert parkradisson heights,2023,Violence  'Other' (Non-domestic),21,6997.0,EAST,1950s,3.001286265542375
albert parkradisson heights,2024,Assault (Non-domestic),49,6997.0,EAST,1950s,7.003001286265542
albert parkradisson heights,2024,Break & Enter - Commercial,3,6997.0,EAST,1950s,0.4287551807917679
albert parkradisson heights,2024,Break & Enter - Dwelling,8,6997.0,EAST,1950s,1.1433471487780478
albert parkradisson heights,2024,Break & Enter - Other Premises,7,6997.0,EAST,1950s,1.0004287551807918
albert parkradisson heights,2024,Commercial Robbery,4,6997.0,EAST,1950s,0.5716735743890239
albert parkradisson heights,2024,Street Robbery,11,6997.0,EAST,1950s,1.5721023295698155
albert parkradisson heights,2024,Theft FROM Vehicle,48,6997.0,EAST,1950s,6.860082892668286
albert parkradisson heights,2024,Theft OF Vehicle,32,6997.0,EAST,1950s,4.573388595112191
albert parkradisson heights,2024,Violence  'Other' (Non-domestic),25,6997.0,EAST,1950s,3.572959839931399
alpine park,2020,Break & Enter - Commercial,2,,,,
alpine park,2021,Break & Enter - Commercial,1,,,,
alpine park,2021,Theft FROM Vehicle,1,,,,
alpine park,2021,Theft OF Vehicle,1,,,,
alpine park,2022,Break & Enter - Commercial,1,,,,
alpine park,2023,Break & Enter - Commercial,1,,,,
alpine park,2023,Theft FROM Vehicle,1,,,,
alpine park,2023,Violence  'Other' (Non-domestic),2,,,,
alpine park,2024,Break & Enter - Commercial,3,,,,
alpine park,2024,Break & Enter - Dwelling,4,,,,
alpine park,2024,Break & Enter - Other Premises,1,,,,
alpine park,2024,Theft FROM Vehicle,3,,,,
alpine park,2024,Violence  'Other' (Non-domestic),1,,,,
altadore,2018,Assault (Non-domestic),10,6942.0,CENTRE,INNER CITY,1.4405070584845865
altadore,2018,Break & Enter - Commercial,6,6942.0,CENTRE,INNER CITY,0.8643042350907519
altadore,2018,Break & Enter - Dwelling,8,6942.0,CENTRE,INNER CITY,1.1524056467876693
altadore,2018,Break & Enter - Other Premises,41,6942.0,CENTRE,INNER CITY,5.906078939786805
altadore,2018,Theft FROM Vehicle,77,6942.0,CENTRE,INNER CITY,11.091904350331317
altadore,2018,Theft OF Vehicle,24,6942.0,CENTRE,INNER CITY,3.4572169403630078
altadore,2018,Violence  'Other' (Non-domestic),7,6942.0,CENTRE,INNER CITY,1.0083549409392105
altadore,2019,Assault (Non-domestic),8,6942.0,CENTRE,INNER CITY,1.1524056467876693
altadore,2019,Break & Enter - Commercial,24,6942.0,CENTRE,INNER CITY,3.4572169403630078
altadore,2019,Break & Enter - Dwelling,10,6942.0,CENTRE,INNER CITY,1.4405070584845865
altadore,2019,Break & Enter - Other Premises,41,6942.0,CENTRE,INNER CITY,5.906078939786805
altadore,2019,Theft FROM Vehicle,101,6942.0,CENTRE,INNER CITY,14.549121290694325
altadore,2019,Theft OF Vehicle,30,6942.0,CENTRE,INNER CITY,4.32152117545376
altadore,2019,Violence  'Other' (Non-domestic),14,6942.0,CENTRE,INNER CITY,2.016709881878421
altadore,2020,Assault (Non-domestic),9,6942.0,CENTRE,INNER CITY,1.296456352636128
altadore,2020,Break & Enter - Commercial,16,6942.0,CENTRE,INNER CITY,2.3048112935753386
altadore,2020,Break & Enter - Dwelling,16,6942.0,CENTRE,INNER CITY,2.3048112935753386
altadore,2020,Break & Enter - Other Premises,56,6942.0,CENTRE,INNER CITY,8.066839527513684
altadore,2020,Theft FROM Vehicle,96,6942.0,CENTRE,INNER CITY,13.828867761452031
altadore,2020,Theft OF Vehicle,15,6942.0,CENTRE,INNER CITY,2.16076058772688
altadore,2020,Violence  'Other' (Non-domestic),16,6942.0,CENTRE,INNER CITY,2.3048112935753386
altadore,2021,Assault (Non-domestic),10,6942.0,CENTRE,INNER CITY,1.4405070584845865
altadore,2021,Break & Enter - Commercial,21,6942.0,CENTRE,INNER CITY,3.025064822817632
altadore,2021,Break & Enter - Dwelling,8,6942.0,CENTRE,INNER CITY,1.1524056467876693
altadore,2021,Break & Enter - Other Premises,34,6942.0,CENTRE,INNER CITY,4.897723998847595
altadore,2021,Theft FROM Vehicle,53,6942.0,CENTRE,INNER CITY,7.634687409968309
altadore,2021,Theft OF Vehicle,14,6942.0,CENTRE,INNER CITY,2.016709881878421
altadore,2021,Violence  'Other' (Non-domestic),13,6942.0,CENTRE,INNER CITY,1.8726591760299625
altadore,2022,Assault (Non-domestic),10,6942.0,CENTRE,INNER CITY,1.4405070584845865
altadore,2022,Break & Enter - Commercial,26,6942.0,CENTRE,INNER CITY,3.745318352059925
altadore,2022,Break & Enter - Dwelling,13,6942.0,CENTRE,INNER CITY,1.8726591760299625
altadore,2022,Break & Enter - Other Premises,26,6942.0,CENTRE,INNER CITY,3.745318352059925
altadore,2022,Street Robbery,1,6942.0,CENTRE,INNER CITY,0.14405070584845867
altadore,2022,Theft FROM Vehicle,46,6942.0,CENTRE,INNER CITY,6.626332469029098
altadore,2022,Theft OF Vehicle,23,6942.0,CENTRE,INNER CITY,3.313166234514549
altadore,2022,Violence  'Other' (Non-domestic),7,6942.0,CENTRE,INNER CITY,1.0083549409392105
altadore,2023,Assault (Non-domestic),13,6942.0,CENTRE,INNER CITY,1.8726591760299625
altadore,2023,Break & Enter - Commercial,5,6942.0,CENTRE,INNER CITY,0.7202535292422932
altadore,2023,Break & Enter - Dwelling,8,6942.0,CENTRE,INNER CITY,1.1524056467876693
altadore,2023,Break & Enter - Other Premises,10,6942.0,CENTRE,INNER CITY,1.4405070584845865
altadore,2023,Commercial Robbery,1,6942.0,CENTRE,INNER CITY,0.14405070584845867
altadore,2023,Street Robbery,1,6942.0,CENTRE,INNER CITY,0.14405070584845867
altadore,2023,Theft FROM Vehicle,36,6942.0,CENTRE,INNER CITY,5.185825410544512
altadore,2023,Theft OF Vehicle,11,6942.0,CENTRE,INNER CITY,1.5845577643330453
altadore,2023,Violence  'Other' (Non-domestic),7,6942.0,CENTRE,INNER CITY,1.0083549409392105
altadore,2024,Assault (Non-domestic),6,6942.0,CENTRE,INNER CITY,0.8643042350907519
altadore,2024,Break & Enter - Commercial,1,6942.0,CENTRE,INNER CITY,0.14405070584845867
altadore,2024,Break & Enter - Dwelling,4,6942.0,CENTRE,INNER CITY,0.5762028233938347
altadore,2024,Break & Enter - Other Premises,12,6942.0,CENTRE,INNER CITY,1.7286084701815039
altadore,2024,Theft FROM Vehicle,21,6942.0,CENTRE,INNER CITY,3.025064822817632
altadore,2024,Theft OF Vehicle,9,6942.0,CENTRE,INNER CITY,1.296456352636128
altadore,2024,Violence  'Other' (Non-domestic),11,6942.0,CENTRE,INNER CITY,1.5845577643330453
alythbonnybrook,2018,Assault (Non-domestic),5,,,,
alythbonnybrook,2018,Break & Enter - Commercial,37,,,,
alythbonnybrook,2018,Commercial Robbery,1,,,,
alythbonnybrook,2018,Street Robbery,1,,,,
alythbonnybrook,2018,Theft FROM Vehicle,34,,,,
alythbonnybrook,2018,Theft OF Vehicle,29,,,,
alythbonnybrook,2018,Violence  'Other' (Non-domestic),11,,,,
alythbonnybrook,2019,Assault (Non-domestic),8,,,,
alythbonnybrook,2019,Break & Enter - Commercial,33,,,,
alythbonnybrook,2019,Theft FROM Vehicle,40,,,,
alythbonnybrook,2019,Theft OF Vehicle,35,,,,
alythbonnybrook,2019,Violence  'Other' (Non-domestic),3,,,,
alythbonnybrook,2020,Assault (Non-domestic),2,,,,
alythbonnybrook,2020,Break & Enter - Commercial,15,,,,
alythbonnybrook,2020,Theft FROM Vehicle,27,,,,
alythbonnybrook,2020,Theft OF Vehicle,16,,,,
alythbonnybrook,2020,Violence  'Other' (Non-domestic),8,,,,
alythbonnybrook,2021,Assault (Non-domestic),6,,,,
alythbonnybrook,2021,Break & Enter - Commercial,28,,,,
alythbonnybrook,2021,Theft FROM Vehicle,14,,,,
alythbonnybrook,2021,Theft OF Vehicle,15,,,,
alythbonnybrook,2021,Violence  'Other' (Non-domestic),9,,,,
alythbonnybrook,2022,Assault (Non-domestic),8,,,,
alythbonnybrook,2022,Break & Enter - Commercial,26,,,,
alythbonnybrook,2022,Break & Enter - Other Premises,1,,,,
alythbonnybrook,2022,Street Robbery,1,,,,
alythbonnybrook,2022,Theft FROM Vehicle,43,,,,
alythbonnybrook,2022,Theft OF Vehicle,18,,,,
alythbonnybrook,2022,Violence  'Other' (Non-domestic),6,,,,
alythbonnybrook,2023,Assault (Non-domestic),7,,,,
alythbonnybrook,2023,Break & Enter - Commercial,19,,,,
alythbonnybrook,2023,Street Robbery,1,,,,
alythbonnybrook,2023,Theft FROM Vehicle,22,,,,
alythbonnybrook,2023,Theft OF Vehicle,24,,,,
alythbonnybrook,2023,Violence  'Other' (Non-domestic),6,,,,
alythbonnybrook,2024,Assault (Non-domestic),4,,,,
alythbonnybrook,2024,Break & Enter - Commercial,9,,,,
alythbonnybrook,2024,Theft FROM Vehicle,7,,,,
alythbonnybrook,2024,Theft OF Vehicle,11,,,,
alythbonnybrook,2024,Violence  'Other' (Non-domestic),2,,,,
ambleton,2021,Theft FROM Vehicle,1,,,,
ambleton,2022,Break & Enter - Commercial,2,,,,
ambleton,2023,Assault (Non-domestic),1,,,,
ambleton,2023,Break & Enter - Commercial,1,,,,
ambleton,2023,Violence  'Other' (Non-domestic),1,,,,
ambleton,2024,Break & Enter - Commercial,1,,,,
ambleton,2024,Break & Enter - Dwelling,1,,,,
ambleton,2024,Theft FROM Vehicle,3,,,,
ambleton,2024,Theft OF Vehicle,4,,,,
applewood park,2018,Assault (Non-domestic),8,6981.0,EAST,2000s,1.1459676264145537
applewood park,2018,Break & Enter - Commercial,31,6981.0,EAST,2000s,4.440624552356396
applewood park,2018,Break & Enter - Dwelling,8,6981.0,EAST,2000s,1.1459676264145537
applewood park,2018,Break & Enter - Other Premises,6,6981.0,EAST,2000s,0.8594757198109153
applewood park,2018,Street Robbery,2,6981.0,EAST,2000s,0.28649190660363844
applewood park,2018,Theft FROM Vehicle,43,6981.0,EAST,2000s,6.159575991978227
applewood park,2018,Theft OF Vehicle,27,6981.0,EAST,2000s,3.867640739149119
applewood park,2018,Violence  'Other' (Non-domestic),2,6981.0,EAST,2000s,0.28649190660363844
applewood park,2019,Assault (Non-domestic),10,6981.0,EAST,2000s,1.4324595330181922
applewood park,2019,Break & Enter - Commercial,27,6981.0,EAST,2000s,3.867640739149119
applewood park,2019,Break & Enter - Dwelling,14,6981.0,EAST,2000s,2.0054433462254693
applewood park,2019,Break & Enter - Other Premises,4,6981.0,EAST,2000s,0.5729838132072769
applewood park,2019,Commercial Robbery,1,6981.0,EAST,2000s,0.14324595330181922
applewood park,2019,Street Robbery,5,6981.0,EAST,2000s,0.7162297665090961
applewood park,2019,Theft FROM Vehicle,51,6981.0,EAST,2000s,7.30554361839278
applewood park,2019,Theft OF Vehicle,40,6981.0,EAST,2000s,5.729838132072769
applewood park,2019,Violence  'Other' (Non-domestic),12,6981.0,EAST,2000s,1.7189514396218306
applewood park,2020,Assault (Non-domestic),11,6981.0,EAST,2000s,1.5757054863200115
applewood park,2020,Break & Enter - Commercial,4,6981.0,EAST,2000s,0.5729838132072769
applewood park,2020,Break & Enter - Dwelling,2,6981.0,EAST,2000s,0.28649190660363844
applewood park,2020,Break & Enter - Other Premises,4,6981.0,EAST,2000s,0.5729838132072769
applewood park,2020,Street Robbery,3,6981.0,EAST,2000s,0.42973785990545765
applewood park,2020,Theft FROM Vehicle,49,6981.0,EAST,2000s,7.019051711789142
applewood park,2020,Theft OF Vehicle,31,6981.0,EAST,2000s,4.440624552356396
applewood park,2020,Violence  'Other' (Non-domestic),7,6981.0,EAST,2000s,1.0027216731127346
applewood park,2021,Assault (Non-domestic),6,6981.0,EAST,2000s,0.8594757198109153
applewood park,2021,Break & Enter - Commercial,8,6981.0,EAST,2000s,1.1459676264145537
applewood park,2021,Break & Enter - Dwelling,8,6981.0,EAST,2000s,1.1459676264145537
applewood park,2021,Break & Enter - Other Premises,4,6981.0,EAST,2000s,0.5729838132072769
applewood park,2021,Street Robbery,2,6981.0,EAST,2000s,0.28649190660363844
applewood park,2021,Theft FROM Vehicle,29,6981.0,EAST,2000s,4.154132645752758
applewood park,2021,Theft OF Vehicle,21,6981.0,EAST,2000s,3.0081650193382035
applewood park,2021,Violence  'Other' (Non-domestic),7,6981.0,EAST,2000s,1.0027216731127346
applewood park,2022,Assault (Non-domestic),15,6981.0,EAST,2000s,2.1486892995272884
applewood park,2022,Break & Enter - Commercial,4,6981.0,EAST,2000s,0.5729838132072769
applewood park,2022,Break & Enter - Dwelling,4,6981.0,EAST,2000s,0.5729838132072769
applewood park,2022,Break & Enter - Other Premises,3,6981.0,EAST,2000s,0.42973785990545765
applewood park,2022,Commercial Robbery,2,6981.0,EAST,2000s,0.28649190660363844
applewood park,2022,Street Robbery,2,6981.0,EAST,2000s,0.28649190660363844
applewood park,2022,Theft FROM Vehicle,42,6981.0,EAST,2000s,6.016330038676407
applewood park,2022,Theft OF Vehicle,21,6981.0,EAST,2000s,3.0081650193382035
applewood park,2022,Violence  'Other' (Non-domestic),7,6981.0,EAST,2000s,1.0027216731127346
applewood park,2023,Assault (Non-domestic),17,6981.0,EAST,2000s,2.4351812061309266
applewood park,2023,Break & Enter - Commercial,1,6981.0,EAST,2000s,0.14324595330181922
applewood park,2023,Break & Enter - Dwelling,5,6981.0,EAST,2000s,0.7162297665090961
applewood park,2023,Break & Enter - Other Premises,3,6981.0,EAST,2000s,0.42973785990545765
applewood park,2023,Commercial Robbery,1,6981.0,EAST,2000s,0.14324595330181922
applewood park,2023,Street Robbery,3,6981.0,EAST,2000s,0.42973785990545765
applewood park,2023,Theft FROM Vehicle,22,6981.0,EAST,2000s,3.151410972640023
applewood park,2023,Theft OF Vehicle,16,6981.0,EAST,2000s,2.2919352528291075
applewood park,2023,Violence  'Other' (Non-domestic),16,6981.0,EAST,2000s,2.2919352528291075
applewood park,2024,Assault (Non-domestic),8,6981.0,EAST,2000s,1.1459676264145537
applewood park,2024,Break & Enter - Commercial,1,6981.0,EAST,2000s,0.14324595330181922
applewood park,2024,Break & Enter - Dwelling,5,6981.0,EAST,2000s,0.7162297665090961
