community_code,year,crime_type,crime_count,population,occupied_dwellings,persons_per_unit,sector,comm_structure,crime_rate_per_1000
12J,2020,Break & Enter - Commercial,15,,,,SOUTHEAST,UNDEVELOPED,
12J,2020,Theft FROM Vehicle,6,,,,SOUTHEAST,UNDEVELOPED,
12J,2020,Theft OF Vehicle,4,,,,SOUTHEAST,UNDEVELOPED,
12J,2021,Break & Enter - Commercial,4,,,,SOUTHEAST,UNDEVELOPED,
12J,2021,Theft FROM Vehicle,4,,,,SOUTHEAST,UNDEVELOPED,
12J,2021,Theft OF Vehicle,2,,,,SOUTHEAST,UNDEVELOPED,
12J,2022,Break & Enter - Commercial,6,,,,SOUTHEAST,UNDEVELOPED,
12J,2022,Break & Enter - Other Premises,1,,,,SOUTHEAST,UNDEVELOPED,
12J,2022,Theft FROM Vehicle,8,,,,SOUTHEAST,UNDEVELOPED,
12J,2022,Theft OF Vehicle,4,,,,SOUTHEAST,UNDEVELOPED,
12J,2023,Assault (Non-domestic),1,,,,SOUTHEAST,UNDEVELOPED,
12J,2023,Break & Enter - Commercial,4,,,,SOUTHEAST,UNDEVELOPED,
12J,2023,Theft FROM Vehicle,3,,,,SOUTHEAST,UNDEVELOPED,
12J,2023,Theft OF Vehicle,2,,,,SOUTHEAST,UNDEVELOPED,
12J,2024,Break & Enter - Commercial,2,,,,SOUTHEAST,UNDEVELOPED,
12J,2024,Break & Enter - Other Premises,1,,,,SOUTHEAST,UNDEVELOPED,
12J,2024,Theft FROM Vehicle,2,,,,SOUTHEAST,UNDEVELOPED,
12J,2024,Theft OF Vehicle,1,,,,SOUTHEAST,UNDEVELOPED,
12K,2018,Theft FROM Vehicle,1,,,,SOUTHEAST,UNDEVELOPED,
12K,2022,Theft FROM Vehicle,1,,,,SOUTHEAST,UNDEVELOPED,
12L,2018,Break & Enter - Commercial,1,,,,SOUTHEAST,OTHER,
12L,2018,Break & Enter - Dwelling,1,,,,SOUTHEAST,OTHER,
12L,2018,Theft OF Vehicle,1,,,,SOUTHEAST,OTHER,
12L,2019,Break & Enter - Commercial,5,,,,SOUTHEAST,OTHER,
12L,2019,Break & Enter - Dwelling,2,,,,SOUTHEAST,OTHER,
12L,2019,Theft FROM Vehicle,1,,,,SOUTHEAST,OTHER,
12L,2020,Break & Enter - Commercial,8,,,,SOUTHEAST,OTHER,
12L,2021,Break & Enter - Commercial,1,,,,SOUTHEAST,OTHER,
12L,2022,Break & Enter - Commercial,1,,,,SOUTHEAST,OTHER,
12L,2022,Break & Enter - Other Premises,1,,,,SOUTHEAST,OTHER,
12L,2022,Theft FROM Vehicle,4,,,,SOUTHEAST,OTHER,
12L,2022,Theft OF Vehicle,1,,,,SOUTHEAST,OTHER,
12L,2023,Theft FROM Vehicle,4,,,,SOUTHEAST,OTHER,
12L,2024,Break & Enter - Dwelling,1,,,,SOUTHEAST,OTHER,
13A,2019,Break & Enter - Dwelling,1,,,,SOUTH,UNDEVELOPED,
13A,2019,Theft OF Vehicle,1,,,,SOUTH,UNDEVELOPED,
13C,2023,Theft FROM Vehicle,1,,,,SOUTH,UNDEVELOPED,
13E,2022,Theft OF Vehicle,1,,,,SOUTH,UNDEVELOPED,
13F,2018,Assault (Non-domestic),1,,,,SOUTH,UNDEVELOPED,
13F,2019,Break & Enter - Commercial,5,,,,SOUTH,UNDEVELOPED,
13F,2019,Break & Enter - Dwelling,2,,,,SOUTH,UNDEVELOPED,
13F,2019,Theft FROM Vehicle,1,,,,SOUTH,UNDEVELOPED,
13F,2019,Theft OF Vehicle,1,,,,SOUTH,UNDEVELOPED,
13F,2020,Break & Enter - Commercial,1,,,,SOUTH,UNDEVELOPED,
13F,2020,Theft FROM Vehicle,2,,,,SOUTH,UNDEVELOPED,
13F,2020,Theft OF Vehicle,1,,,,SOUTH,UNDEVELOPED,
13F,2021,Theft FROM Vehicle,3,,,,SOUTH,UNDEVELOPED,
13F,2021,Theft OF Vehicle,1,,,,SOUTH,UNDEVELOPED,
13F,2022,Theft FROM Vehicle,6,,,,SOUTH,UNDEVELOPED,
13F,2022,Theft OF Vehicle,1,,,,SOUTH,UNDEVELOPED,
13F,2023,Theft FROM Vehicle,1,,,,SOUTH,UNDEVELOPED,
13F,2023,Theft OF Vehicle,1,,,,SOUTH,UNDEVELOPED,
13F,2024,Break & Enter - Commercial,1,,,,SOUTH,UNDEVELOPED,
13F,2024,Theft FROM Vehicle,1,,,,SOUTH,UNDEVELOPED,
13F,2024,Violence  'Other' (Non-domestic),1,,,,SOUTH,UNDEVELOPED,
13G,2018,Break & Enter - Commercial,1,,,,SOUTH,UNDEVELOPED,
13G,2018,Break & Enter - Dwelling,1,,,,SOUTH,UNDEVELOPED,
13G,2019,Break & Enter - Commercial,3,,,,SOUTH,UNDEVELOPED,
13G,2020,Break & Enter - Commercial,3,,,,SOUTH,UNDEVELOPED,
13G,2021,Break & Enter - Commercial,3,,,,SOUTH,UNDEVELOPED,
13G,2021,Theft OF Vehicle,2,,,,SOUTH,UNDEVELOPED,
13G,2022,Break & Enter - Commercial,1,,,,SOUTH,UNDEVELOPED,
13G,2022,Theft FROM Vehicle,1,,,,SOUTH,UNDEVELOPED,
13G,2022,Theft OF Vehicle,1,,,,SOUTH,UNDEVELOPED,
13G,2023,Theft FROM Vehicle,2,,,,SOUTH,UNDEVELOPED,
13G,2024,Theft FROM Vehicle,1,,,,SOUTH,UNDEVELOPED,
13M,2020,Break & Enter - Commercial,1,,,,SOUTH,UNDEVELOPED,
13M,2021,Break & Enter - Commercial,5,,,,SOUTH,UNDEVELOPED,
13M,2022,Break & Enter - Commercial,1,,,,SOUTH,UNDEVELOPED,
13M,2022,Theft FROM Vehicle,1,,,,SOUTH,UNDEVELOPED,
13M,2023,Assault (Non-domestic),1,,,,SOUTH,UNDEVELOPED,
13M,2024,Break & Enter - Commercial,1,,,,SOUTH,UNDEVELOPED,
ABBEYDALE,2018,Assault (Non-domestic),10,,,,,,
ABBEYDALE,2018,Break & Enter - Commercial,1,,,,,,
ABBEYDALE,2018,Break & Enter - Dwelling,9,,,,,,
ABBEYDALE,2018,Break & Enter - Other Premises,7,,,,,,
ABBEYDALE,2018,Commercial Robbery,3,,,,,,
ABBEYDALE,2018,Street Robbery,3,,,,,,
ABBEYDALE,2018,Theft FROM Vehicle,41,,,,,,
ABBEYDALE,2018,Theft OF Vehicle,28,,,,,,
ABBEYDALE,2018,Violence  'Other' (Non-domestic),6,,,,,,
ABBEYDALE,2019,Assault (Non-domestic),17,,,,,,
ABBEYDALE,2019,Break & Enter - Commercial,2,,,,,,
ABBEYDALE,2019,Break & Enter - Dwelling,10,,,,,,
ABBEYDALE,2019,Break & Enter - Other Premises,8,,,,,,
ABBEYDALE,2019,Commercial Robbery,5,,,,,,
ABBEYDALE,2019,Street Robbery,3,,,,,,
ABBEYDALE,2019,Theft FROM Vehicle,53,,,,,,
ABBEYDALE,2019,Theft OF Vehicle,35,,,,,,
ABBEYDALE,2019,Violence  'Other' (Non-domestic),7,,,,,,
ABBEYDALE,2020,Assault (Non-domestic),15,,,,,,
ABBEYDALE,2020,Break & Enter - Commercial,1,,,,,,
ABBEYDALE,2020,Break & Enter - Dwelling,4,,,,,,
ABBEYDALE,2020,Break & Enter - Other Premises,8,,,,,,
ABBEYDALE,2020,Street Robbery,1,,,,,,
ABBEYDALE,2020,Theft FROM Vehicle,35,,,,,,
ABBEYDALE,2020,Theft OF Vehicle,28,,,,,,
ABBEYDALE,2020,Violence  'Other' (Non-domestic),16,,,,,,
ABBEYDALE,2021,Assault (Non-domestic),14,,,,,,
ABBEYDALE,2021,Break & Enter - Commercial,3,,,,,,
ABBEYDALE,2021,Break & Enter - Dwelling,6,,,,,,
ABBEYDALE,2021,Break & Enter - Other Premises,7,,,,,,
ABBEYDALE,2021,Commercial Robbery,7,,,,,,
ABBEYDALE,2021,Street Robbery,2,,,,,,
ABBEYDALE,2021,Theft FROM Vehicle,47,,,,,,
ABBEYDALE,2021,Theft OF Vehicle,21,,,,,,
ABBEYDALE,2021,Violence  'Other' (Non-domestic),9,,,,,,
ABBEYDALE,2022,Assault (Non-domestic),22,,,,,,
ABBEYDALE,2022,Break & Enter - Commercial,4,,,,,,
ABBEYDALE,2022,Break & Enter - Dwelling,7,,,,,,
ABBEYDALE,2022,Break & Enter - Other Premises,4,,,,,,
ABBEYDALE,2022,Commercial Robbery,4,,,,,,
ABBEYDALE,2022,Street Robbery,4,,,,,,
ABBEYDALE,2022,Theft FROM Vehicle,45,,,,,,
ABBEYDALE,2022,Theft OF Vehicle,22,,,,,,
ABBEYDALE,2022,Violence  'Other' (Non-domestic),8,,,,,,
ABBEYDALE,2023,Assault (Non-domestic),16,,,,,,
ABBEYDALE,2023,Break & Enter - Dwelling,6,,,,,,
ABBEYDALE,2023,Break & Enter - Other Premises,3,,,,,,
ABBEYDALE,2023,Commercial Robbery,2,,,,,,
ABBEYDALE,2023,Street Robbery,5,,,,,,
ABBEYDALE,2023,Theft FROM Vehicle,26,,,,,,
ABBEYDALE,2023,Theft OF Vehicle,21,,,,,,
ABBEYDALE,2023,Violence  'Other' (Non-domestic),5,,,,,,
ABBEYDALE,2024,Assault (Non-domestic),17,,,,,,
ABBEYDALE,2024,Break & Enter - Commercial,5,,,,,,
ABBEYDALE,2024,Break & Enter - Dwelling,6,,,,,,
ABBEYDALE,2024,Break & Enter - Other Premises,5,,,,,,
ABBEYDALE,2024,Commercial Robbery,4,,,,,,
ABBEYDALE,2024,Street Robbery,3,,,,,,
ABBEYDALE,2024,Theft FROM Vehicle,30,,,,,,
ABBEYDALE,2024,Theft OF Vehicle,18,,,,,,
ABBEYDALE,2024,Violence  'Other' (Non-domestic),9,,,,,,
ACADIA,2018,Assault (Non-domestic),31,,,,,,
ACADIA,2018,Break & Enter - Commercial,30,,,,,,
ACADIA,2018,Break & Enter - Dwelling,13,,,,,,
ACADIA,2018,Break & Enter - Other Premises,35,,,,,,
ACADIA,2018,Commercial Robbery,2,,,,,,
ACADIA,2018,Street Robbery,2,,,,,,
ACADIA,2018,Theft FROM Vehicle,143,,,,,,
ACADIA,2018,Theft OF Vehicle,66,,,,,,
ACADIA,2018,Violence  'Other' (Non-domestic),19,,,,,,
ACADIA,2019,Assault (Non-domestic),35,,,,,,
ACADIA,2019,Break & Enter - Commercial,35,,,,,,
ACADIA,2019,Break & Enter - Dwelling,12,,,,,,
ACADIA,2019,Break & Enter - Other Premises,34,,,,,,
ACADIA,2019,Commercial Robbery,8,,,,,,
ACADIA,2019,Street Robbery,3,,,,,,
ACADIA,2019,Theft FROM Vehicle,200,,,,,,
ACADIA,2019,Theft OF Vehicle,77,,,,,,
ACADIA,2019,Violence  'Other' (Non-domestic),20,,,,,,
ACADIA,2020,Assault (Non-domestic),24,,,,,,
ACADIA,2020,Break & Enter - Commercial,39,,,,,,
ACADIA,2020,Break & Enter - Dwelling,3,,,,,,
ACADIA,2020,Break & Enter - Other Premises,43,,,,,,
ACADIA,2020,Commercial Robbery,2,,,,,,
ACADIA,2020,Street Robbery,4,,,,,,
ACADIA,2020,Theft FROM Vehicle,149,,,,,,
ACADIA,2020,Theft OF Vehicle,49,,,,,,
ACADIA,2020,Violence  'Other' (Non-domestic),21,,,,,,
ACADIA,2021,Assault (Non-domestic),22,,,,,,
ACADIA,2021,Break & Enter - Commercial,17,,,,,,
ACADIA,2021,Break & Enter - Dwelling,6,,,,,,
ACADIA,2021,Break & Enter - Other Premises,17,,,,,,
ACADIA,2021,Commercial Robbery,3,,,,,,
ACADIA,2021,Street Robbery,1,,,,,,
ACADIA,2021,Theft FROM Vehicle,88,,,,,,
ACADIA,2021,Theft OF Vehicle,33,,,,,,
ACADIA,2021,Violence  'Other' (Non-domestic),18,,,,,,
ACADIA,2022,Assault (Non-domestic),34,,,,,,
ACADIA,2022,Break & Enter - Commercial,22,,,,,,
ACADIA,2022,Break & Enter - Dwelling,5,,,,,,
ACADIA,2022,Break & Enter - Other Premises,33,,,,,,
ACADIA,2022,Commercial Robbery,6,,,,,,
ACADIA,2022,Street Robbery,2,,,,,,
ACADIA,2022,Theft FROM Vehicle,138,,,,,,
ACADIA,2022,Theft OF Vehicle,43,,,,,,
ACADIA,2022,Violence  'Other' (Non-domestic),21,,,,,,
ACADIA,2023,Assault (Non-domestic),48,,,,,,
ACADIA,2023,Break & Enter - Commercial,19,,,,,,
ACADIA,2023,Break & Enter - Dwelling,11,,,,,,
ACADIA,2023,Break & Enter - Other Premises,19,,,,,,
ACADIA,2023,Commercial Robbery,4,,,,,,
ACADIA,2023,Street Robbery,1,,,,,,
ACADIA,2023,Theft FROM Vehicle,110,,,,,,
ACADIA,2023,Theft OF Vehicle,35,,,,,,
ACADIA,2023,Violence  'Other' (Non-domestic),23,,,,,,
ACADIA,2024,Assault (Non-domestic),37,,,,,,
ACADIA,2024,Break & Enter - Commercial,10,,,,,,
ACADIA,2024,Break & Enter - Dwelling,8,,,,,,
ACADIA,2024,Break & Enter - Other Premises,10,,,,,,
ACADIA,2024,Street Robbery,1,,,,,,
ACADIA,2024,Theft FROM Vehicle,41,,,,,,
ACADIA,2024,Theft OF Vehicle,18,,,,,,
ACADIA,2024,Violence  'Other' (Non-domestic),17,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2018,Assault (Non-domestic),30,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2018,Break & Enter - Commercial,22,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2018,Break & Enter - Dwelling,17,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2018,Break & Enter - Other Premises,47,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2018,Commercial Robbery,3,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2018,Street Robbery,4,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2018,Theft FROM Vehicle,84,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2018,Theft OF Vehicle,58,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2018,Violence  'Other' (Non-domestic),21,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2019,Assault (Non-domestic),41,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2019,Break & Enter - Commercial,35,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2019,Break & Enter - Dwelling,23,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2019,Break & Enter - Other Premises,25,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2019,Commercial Robbery,10,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2019,Street Robbery,11,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2019,Theft FROM Vehicle,130,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2019,Theft OF Vehicle,75,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2019,Violence  'Other' (Non-domestic),22,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2020,Assault (Non-domestic),46,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2020,Break & Enter - Commercial,23,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2020,Break & Enter - Dwelling,31,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2020,Break & Enter - Other Premises,14,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2020,Commercial Robbery,4,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2020,Street Robbery,6,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2020,Theft FROM Vehicle,108,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2020,Theft OF Vehicle,65,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2020,Violence  'Other' (Non-domestic),25,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2021,Assault (Non-domestic),64,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2021,Break & Enter - Commercial,21,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2021,Break & Enter - Dwelling,17,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2021,Break & Enter - Other Premises,23,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2021,Commercial Robbery,7,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2021,Street Robbery,10,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2021,Theft FROM Vehicle,107,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2021,Theft OF Vehicle,55,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2021,Violence  'Other' (Non-domestic),32,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2022,Assault (Non-domestic),55,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2022,Break & Enter - Commercial,39,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2022,Break & Enter - Dwelling,19,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2022,Break & Enter - Other Premises,14,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2022,Commercial Robbery,9,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2022,Street Robbery,10,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2022,Theft FROM Vehicle,102,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2022,Theft OF Vehicle,64,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2022,Violence  'Other' (Non-domestic),21,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2023,Assault (Non-domestic),57,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2023,Break & Enter - Commercial,16,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2023,Break & Enter - Dwelling,14,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2023,Break & Enter - Other Premises,17,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2023,Commercial Robbery,4,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2023,Street Robbery,23,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2023,Theft FROM Vehicle,84,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2023,Theft OF Vehicle,58,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2023,Violence  'Other' (Non-domestic),21,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2024,Assault (Non-domestic),49,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2024,Break & Enter - Commercial,3,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2024,Break & Enter - Dwelling,8,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2024,Break & Enter - Other Premises,7,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2024,Commercial Robbery,4,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2024,Street Robbery,11,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2024,Theft FROM Vehicle,48,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2024,Theft OF Vehicle,32,,,,,,
ALBERT PARK/RADISSON HEIGHTS,2024,Violence  'Other' (Non-domestic),25,,,,,,
ALPINE PARK,2020,Break & Enter - Commercial,2,,,,,,
ALPINE PARK,2021,Break & Enter - Commercial,1,,,,,,
ALPINE PARK,2021,Theft FROM Vehicle,1,,,,,,
ALPINE PARK,2021,Theft OF Vehicle,1,,,,,,
ALPINE PARK,2022,Break & Enter - Commercial,1,,,,,,
ALPINE PARK,2023,Break & Enter - Commercial,1,,,,,,
ALPINE PARK,2023,Theft FROM Vehicle,1,,,,,,
ALPINE PARK,2023,Violence  'Other' (Non-domestic),2,,,,,,
ALPINE PARK,2024,Break & Enter - Commercial,3,,,,,,
ALPINE PARK,2024,Break & Enter - Dwelling,4,,,,,,
ALPINE PARK,2024,Break & Enter - Other Premises,1,,,,,,
ALPINE PARK,2024,Theft FROM Vehicle,3,,,,,,
ALPINE PARK,2024,Violence  'Other' (Non-domestic),1,,,,,,
ALTADORE,2018,Assault (Non-domestic),10,,,,,,
ALTADORE,2018,Break & Enter - Commercial,6,,,,,,
ALTADORE,2018,Break & Enter - Dwelling,8,,,,,,
ALTADORE,2018,Break & Enter - Other Premises,41,,,,,,
ALTADORE,2018,Theft FROM Vehicle,77,,,,,,
ALTADORE,2018,Theft OF Vehicle,24,,,,,,
ALTADORE,2018,Violence  'Other' (Non-domestic),7,,,,,,
ALTADORE,2019,Assault (Non-domestic),8,,,,,,
ALTADORE,2019,Break & Enter - Commercial,24,,,,,,
ALTADORE,2019,Break & Enter - Dwelling,10,,,,,,
ALTADORE,2019,Break & Enter - Other Premises,41,,,,,,
ALTADORE,2019,Theft FROM Vehicle,101,,,,,,
ALTADORE,2019,Theft OF Vehicle,30,,,,,,
ALTADORE,2019,Violence  'Other' (Non-domestic),14,,,,,,
ALTADORE,2020,Assault (Non-domestic),9,,,,,,
ALTADORE,2020,Break & Enter - Commercial,16,,,,,,
ALTADORE,2020,Break & Enter - Dwelling,16,,,,,,
ALTADORE,2020,Break & Enter - Other Premises,56,,,,,,
ALTADORE,2020,Theft FROM Vehicle,96,,,,,,
ALTADORE,2020,Theft OF Vehicle,15,,,,,,
ALTADORE,2020,Violence  'Other' (Non-domestic),16,,,,,,
ALTADORE,2021,Assault (Non-domestic),10,,,,,,
ALTADORE,2021,Break & Enter - Commercial,21,,,,,,
ALTADORE,2021,Break & Enter - Dwelling,8,,,,,,
ALTADORE,2021,Break & Enter - Other Premises,34,,,,,,
ALTADORE,2021,Theft FROM Vehicle,53,,,,,,
ALTADORE,2021,Theft OF Vehicle,14,,,,,,
ALTADORE,2021,Violence  'Other' (Non-domestic),13,,,,,,
ALTADORE,2022,Assault (Non-domestic),10,,,,,,
ALTADORE,2022,Break & Enter - Commercial,26,,,,,,
ALTADORE,2022,Break & Enter - Dwelling,13,,,,,,
ALTADORE,2022,Break & Enter - Other Premises,26,,,,,,
ALTADORE,2022,Street Robbery,1,,,,,,
ALTADORE,2022,Theft FROM Vehicle,46,,,,,,
ALTADORE,2022,Theft OF Vehicle,23,,,,,,
ALTADORE,2022,Violence  'Other' (Non-domestic),7,,,,,,
ALTADORE,2023,Assault (Non-domestic),13,,,,,,
ALTADORE,2023,Break & Enter - Commercial,5,,,,,,
ALTADORE,2023,Break & Enter - Dwelling,8,,,,,,
ALTADORE,2023,Break & Enter - Other Premises,10,,,,,,
ALTADORE,2023,Commercial Robbery,1,,,,,,
ALTADORE,2023,Street Robbery,1,,,,,,
ALTADORE,2023,Theft FROM Vehicle,36,,,,,,
ALTADORE,2023,Theft OF Vehicle,11,,,,,,
ALTADORE,2023,Violence  'Other' (Non-domestic),7,,,,,,
ALTADORE,2024,Assault (Non-domestic),6,,,,,,
ALTADORE,2024,Break & Enter - Commercial,1,,,,,,
ALTADORE,2024,Break & Enter - Dwelling,4,,,,,,
ALTADORE,2024,Break & Enter - Other Premises,12,,,,,,
ALTADORE,2024,Theft FROM Vehicle,21,,,,,,
ALTADORE,2024,Theft OF Vehicle,9,,,,,,
ALTADORE,2024,Violence  'Other' (Non-domestic),11,,,,,,
ALYTH/BONNYBROOK,2018,Assault (Non-domestic),5,,,,,,
ALYTH/BONNYBROOK,2018,Break & Enter - Commercial,37,,,,,,
ALYTH/BONNYBROOK,2018,Commercial Robbery,1,,,,,,
ALYTH/BONNYBROOK,2018,Street Robbery,1,,,,,,
ALYTH/BONNYBROOK,2018,Theft FROM Vehicle,34,,,,,,
ALYTH/BONNYBROOK,2018,Theft OF Vehicle,29,,,,,,
ALYTH/BONNYBROOK,2018,Violence  'Other' (Non-domestic),11,,,,,,
ALYTH/BONNYBROOK,2019,Assault (Non-domestic),8,,,,,,
ALYTH/BONNYBROOK,2019,Break & Enter - Commercial,33,,,,,,
ALYTH/BONNYBROOK,2019,Theft FROM Vehicle,40,,,,,,
ALYTH/BONNYBROOK,2019,Theft OF Vehicle,35,,,,,,
ALYTH/BONNYBROOK,2019,Violence  'Other' (Non-domestic),3,,,,,,
ALYTH/BONNYBROOK,2020,Assault (Non-domestic),2,,,,,,
ALYTH/BONNYBROOK,2020,Break & Enter - Commercial,15,,,,,,
ALYTH/BONNYBROOK,2020,Theft FROM Vehicle,27,,,,,,
ALYTH/BONNYBROOK,2020,Theft OF Vehicle,16,,,,,,
ALYTH/BONNYBROOK,2020,Violence  'Other' (Non-domestic),8,,,,,,
ALYTH/BONNYBROOK,2021,Assault (Non-domestic),6,,,,,,
ALYTH/BONNYBROOK,2021,Break & Enter - Commercial,28,,,,,,
ALYTH/BONNYBROOK,2021,Theft FROM Vehicle,14,,,,,,
ALYTH/BONNYBROOK,2021,Theft OF Vehicle,15,,,,,,
ALYTH/BONNYBROOK,2021,Violence  'Other' (Non-domestic),9,,,,,,
ALYTH/BONNYBROOK,2022,Assault (Non-domestic),8,,,,,,
ALYTH/BONNYBROOK,2022,Break & Enter - Commercial,26,,,,,,
ALYTH/BONNYBROOK,2022,Break & Enter - Other Premises,1,,,,,,
ALYTH/BONNYBROOK,2022,Street Robbery,1,,,,,,
ALYTH/BONNYBROOK,2022,Theft FROM Vehicle,43,,,,,,
ALYTH/BONNYBROOK,2022,Theft OF Vehicle,18,,,,,,
ALYTH/BONNYBROOK,2022,Violence  'Other' (Non-domestic),6,,,,,,
ALYTH/BONNYBROOK,2023,Assault (Non-domestic),7,,,,,,
ALYTH/BONNYBROOK,2023,Break & Enter - Commercial,19,,,,,,
ALYTH/BONNYBROOK,2023,Street Robbery,1,,,,,,
ALYTH/BONNYBROOK,2023,Theft FROM Vehicle,22,,,,,,
ALYTH/BONNYBROOK,2023,Theft OF Vehicle,24,,,,,,
ALYTH/BONNYBROOK,2023,Violence  'Other' (Non-domestic),6,,,,,,
ALYTH/BONNYBROOK,2024,Assault (Non-domestic),4,,,,,,
ALYTH/BONNYBROOK,2024,Break & Enter - Commercial,9,,,,,,
ALYTH/BONNYBROOK,2024,Theft FROM Vehicle,7,,,,,,
ALYTH/BONNYBROOK,2024,Theft OF Vehicle,11,,,,,,
ALYTH/BONNYBROOK,2024,Violence  'Other' (Non-domestic),2,,,,,,
AMBLETON,2021,Theft FROM Vehicle,1,,,,,,
AMBLETON,2022,Break & Enter - Commercial,2,,,,,,
AMBLETON,2023,Assault (Non-domestic),1,,,,,,
AMBLETON,2023,Break & Enter - Commercial,1,,,,,,
AMBLETON,2023,Violence  'Other' (Non-domestic),1,,,,,,
AMBLETON,2024,Break & Enter - Commercial,1,,,,,,
AMBLETON,2024,Break & Enter - Dwelling,1,,,,,,
AMBLETON,2024,Theft FROM Vehicle,3,,,,,,
AMBLETON,2024,Theft OF Vehicle,4,,,,,,
APPLEWOOD PARK,2018,Assault (Non-domestic),8,,,,,,
APPLEWOOD PARK,2018,Break & Enter - Commercial,31,,,,,,
APPLEWOOD PARK,2018,Break & Enter - Dwelling,8,,,,,,
APPLEWOOD PARK,2018,Break & Enter - Other Premises,6,,,,,,
APPLEWOOD PARK,2018,Street Robbery,2,,,,,,
APPLEWOOD PARK,2018,Theft FROM Vehicle,43,,,,,,
APPLEWOOD PARK,2018,Theft OF Vehicle,27,,,,,,
APPLEWOOD PARK,2018,Violence  'Other' (Non-domestic),2,,,,,,
APPLEWOOD PARK,2019,Assault (Non-domestic),10,,,,,,
APPLEWOOD PARK,2019,Break & Enter - Commercial,27,,,,,,
APPLEWOOD PARK,2019,Break & Enter - Dwelling,14,,,,,,
APPLEWOOD PARK,2019,Break & Enter - Other Premises,4,,,,,,
APPLEWOOD PARK,2019,Commercial Robbery,1,,,,,,
APPLEWOOD PARK,2019,Street Robbery,5,,,,,,
APPLEWOOD PARK,2019,Theft FROM Vehicle,51,,,,,,
APPLEWOOD PARK,2019,Theft OF Vehicle,40,,,,,,
APPLEWOOD PARK,2019,Violence  'Other' (Non-domestic),12,,,,,,
APPLEWOOD PARK,2020,Assault (Non-domestic),11,,,,,,
APPLEWOOD PARK,2020,Break & Enter - Commercial,4,,,,,,
APPLEWOOD PARK,2020,Break & Enter - Dwelling,2,,,,,,
APPLEWOOD PARK,2020,Break & Enter - Other Premises,4,,,,,,
